clean_comp_id,comp_id,source_system,source_file,source_record_id,transaction_quarter,execution_date,commencement_date,expiration_date,lease_term_months,lease_term_text,tenant,property_name,address,city,state,market,submarket,building_id,match_status,matched_property_name,building_size_sf,transaction_sf,transaction_type,starting_rent_psf,current_rent_psf,est_starting_rent_today_psf,net_effective_rent_psf,rent_type,rent_escalation,free_rent_months,ti_value_psf,work_type,sublease,building_class,clear_height,ground_level_doors,loading_docks,year_built,year_renovated,lot_size_acres,landlord,landlord_brokerage,landlord_brokers,tenant_brokerage,tenant_brokers,industry,comments,concessions_notes,data_quality_score,duplicate_group_size,merged_sources,dashboard_include,building_profile_enrichment
COMP-00002,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-2,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-2,2008 - Q1,2008-01-01,2008-05-01,2018-04-30,120.0,,"Quebecor World Logistics, Inc.",28 Englehard Dr,28 Englehard Dr,Monroe Township,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,239161,Other,5.65,,,,NNN,,,,,False,B,,,,,,,Morgan Stanley,,,,,,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00006,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-6,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-6,2008 - Q1,2008-02-01,2008-06-01,2020-01-31,140.0,,Easy Pak Services Inc,303 Ridge Rd,303 Ridge Rd,Dayton,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,75600,Renewal,2.02,,,,NNN,,,0.5,,False,C,,,,,,,,,,,,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)","Renewal $.50 psf TI's. 24' Clear 7 Tailgates, 1 Drive-in",,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00011,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-11,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-11,2008 - Q1,2008-03-15,2008-07-15,2018-07-14,120.0,,MMS East,200 Seaview Dr,200 Seaview Dr,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,183186,Renewal,6.35,,,,,,,,,False,C,,,,,,,"Hartz Mountain Industries, Inc.",,,,,Healthcare,Rent escalation $6.35-$6.85/ Extention& Expansion,Rent escalation $6.35-$6.85,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00012,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-12,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-12,2008 - Q2,2008-04-01,2008-08-01,2013-07-31,60.0,,Argent Associates,140 Fieldcrest Ave,140 Fieldcrest Ave,Edison,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,59518,New Lease,5.01,,,,,,,,,False,B,,,,,,,,,,,,"Technology, Advertising, Media, and Information",,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00014,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-14,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-14,2008 - Q2,2008-04-01,2008-08-01,2018-07-31,120.0,,Felix Storch,40-44 Distribution Blvd - 154M,40-44 Distribution Blvd,Edison,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,122395,New Lease,4.35,,,,Net,,,,,False,C,,,,,,,,,,,,,,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00015,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-15,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-15,2008 - Q2,2008-04-01,2008-08-01,2015-07-31,84.0,,East Coast Warehouse & Distribution,698 Route 46 - Amazon Distribution Center,698 Route 46,Teterboro,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,127892,Other,5.8,,,,Net,,,,,False,B,,,,,,,,,,,,Transportation,Rent Escalation $5.80-$6.30,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00018,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-18,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-18,2008 - Q2,2008-05-01,2008-09-01,2011-08-31,36.0,,,570 Commerce Blvd,570 Commerce Blvd,Carlstadt,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,58713,New Lease,6.75,,,,NNN,,,,,False,B,,,,,,,Russo Development LLC,,,,,,Rent Escalation $6.75-$7.16,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00021,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-21,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-21,2008 - Q3,2008-07-01,2008-07-05,2008-07-04,,,Plastic Express,100 Blue Heron Way,100 Blue Heron Way,Edison,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,94832,New Lease,5.6,,,,Net,,,,,False,B,,,,,,,Federal Business Centers Inc,,,,,Transportation,Tailboards (TB): 12; Rail Line,Office space to suit,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00025,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-25,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-25,2008 - Q3,2008-08-01,2008-12-01,2008-11-30,,,Larose Industries,1578 Sussex Tpke - Bldg 5,1578 Sussex Tpke,Randolph,NJ,Northern New Jersey,Morris,,Unmatched to 150K master building,,,125000,Other,5.25,,,,Net,,,,,False,C,,,,,,,Silverman Group,,,,,"Life Sciences (Biotech, Pharmaceuticals, Medical Devices)",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00026,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-26,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-26,2008 - Q3,2008-08-01,2008-12-01,2015-11-30,84.0,,F&L Shipping,95 Mayhill St - Saddle Brook Industrial Centre,95 Mayhill St,Saddle Brook,NJ,Northern New Jersey,Bergen Central,,Unmatched to 150K master building,,,104920,Other,5.0,,,,Net,,,,,False,B,,,,,,,Winter Properties,,,,,Transportation,Real Escalation $5.00-$5.25,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00027,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-27,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-27,2008 - Q3,2008-09-17,2008-09-17,2019-01-16,124.0,,STRONGMAN PRODUCTS CORP,240 West Pky,240 West Pky,Pompton Plains,NJ,Northern New Jersey,Morris,,Unmatched to 150K master building,,,127000,Other,4.5,,,,NNN,,,,,False,B,,,,,,,Marx Realty & Improvement Co,,,,,Retail,Rent shown is average,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00030,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-30,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-30,2008 - Q4,2008-12-01,2009-04-01,2014-03-31,60.0,,Forman Mills Inc,1070 Thomas Busch Memorial Hwy - Forman Mills,1070 Thomas Busch Memorial Hwy,Pennsauken,NJ,Philadelphia,Camden County,,Unmatched to 150K master building,,,109000,Renewal,4.68,,,,,Rent Schedule: Rent Bump Dollar = Rent Bump Percent = Rent Bump Year =,,1.54,,False,B,,,,,,,Restaurant Depot Enterprises  Inc,,,,,,Renewal of existing tenant Class B industrial building built in 1986 $1.54/sf in TI above existing conditions,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00033,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-33,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-33,2009 - Q1,2009-02-01,2009-06-01,2019-05-31,120.0,,Veritiv,261 River Rd,261 River Rd,Clifton,NJ,Northern New Jersey,Route 46/23/3,,Unmatched to 150K master building,,,230953,New Lease,4.85,,,,,,,,,False,A,,,,,,,Prologis,,,,,Retail,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00035,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-35,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-35,2009 - Q2,2009-04-01,2009-11-01,2020-03-31,125.0,,Lamitech,322 Half Acre Rd,322 Half Acre Rd,Cranbury,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,80223,New Lease,2.0,,,,NNN,Rent Bump Dollar = 0.25/1y,,,,False,C,,,,,,,,,,,,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",Current Rent: $3.95/n (est); Tailboards (TB): 20; Parking: 98 Surface Spaces,Rent escalation $2.00 -$ 0.25,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00041,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-41,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-41,2009 - Q3,2009-07-01,2009-11-01,2019-10-31,120.0,,Capacity,1112 Corporate Rd,1112 Corporate Rd,North Brunswick,NJ,Northern New Jersey,Exit 9,,Unmatched to 150K master building,,,124731,Other,3.25,,,,,,,,,False,B,,,,,,,Sudler Companies - Commercial Real Estate.,,,,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting","Current Rent: $2.50 est; Tailboards (TB): 29; Parking: 160 Free Surface Spaces; 30,000 SF expansion potential",,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00044,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-44,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-44,2009 - Q4,2009-10-01,2010-02-01,2017-10-31,93.0,,Brightstar Lottery,2559 Route 130 - Golden Plaza,2559 Route 130,Cranbury,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,60000,Other,4.5,,,,NNN,,0.0,9.75,,False,B,,,,,,,,RREEF Property Trust,,,,"Technology, Advertising, Media, and Information",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00048,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-48,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-48,2010 - Q1,2010-01-01,2010-05-01,2017-11-30,91.0,,Nova Records Management,9 Brick Plant Rd - SR-16,9 Brick Plant Rd,South River,NJ,Northern New Jersey,Exit 9,,Unmatched to 150K master building,,,263280,Renewal,5.05,,,,,,,,,False,C,,,,,,,,,,,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00049,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-49,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-49,2010 - Q1,2010-02-01,2010-06-01,2020-11-30,126.0,,Tri-Coastal Design Group Inc,20-40 Harry Shupe Blvd,20-40 Harry Shupe Blvd,Wharton,NJ,Northern New Jersey,Morris,,Unmatched to 150K master building,,,180000,Other,3.25,,,,NNN,,,1.11,,False,B,,,,,,,Avison Young,,,,,Retail,,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00050,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-50,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-50,2010 - Q1,2010-02-01,2010-06-01,2020-07-31,122.0,,G-III Apparel Group,125-150 Docks Corner Rd,125-150 Docks Corner Rd,Dayton,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,583376,New Lease,3.41,,,,NNN,"Rent Schedule: 0.0/7 months, 3.41/24 months, 3.66/24 months, 3.75/36 months, 3.52/36 months",7.0,2.69,,False,B,,,,,,,"BlackRock, Inc.",,,,,Retail,1.5 MM is TI allowance,1570000,13,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00051,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-51,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-51,2010 - Q1,2010-03-01,2010-07-01,2020-08-31,122.0,,Comcast,500 Enterprise Rd,500 Enterprise Rd,Horsham Township,,Philadelphia,Horsham,,Unmatched to 150K master building,,,66751,New Lease,13.0,,,,Net of Electric,Rent Bump Dollar = 0.50/1y,0.0,35.0,,False,A,,,,,,,,Brandywine Realty Trust,,,,"Technology, Advertising, Media, and Information",,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00052,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-52,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-52,2010 - Q2,2010-05-01,2010-06-01,2020-06-30,121.0,,Volkswagen AG,47-49 Station Rd - Audi VW,47-49 Station Rd,Cranbury,NJ,Northern New Jersey,Exit 8A,,Unmatched to 150K master building,,,928000,Renewal,4.55,,,,NNN,,,,,False,C,,,,,,,,,,,,Retail,RENEWAL 32' Clear 60 Tailgates,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00053,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-53,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-53,2010 - Q2,2010-05-25,2012-08-01,2023-01-31,126.0,,Paragon Packaging,600 Blair Rd,600 Blair Rd,Carteret,NJ,Northern New Jersey,Exit 12,,Unmatched to 150K master building,,,100000,New Lease,5.36,,,,NNN,,,,,False,B,,,,,,,SEAGIS Property Group LP,,,,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00054,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-54,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-54,2010 - Q2,2010-06-16,2010-06-16,2016-12-15,78.0,,Quest Inc,1290 Wall St W,1290 Wall St W,Lyndhurst,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,104178,New Lease,19.75,,,,,,,20.0,,False,A,,,,,,,Blackstone Group,"CBRE, Inc.",,"CBRE, Inc.",,"Technology, Advertising, Media, and Information","$19.75 to 20.75 to 22.00, timing unknown. Concessions include $550,000 rent rollback and $500,000 base building improvements.",,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00056,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-56,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-56,2010 - Q3,2010-07-01,2010-07-01,2017-06-30,84.0,,,105-125 State St,105-125 State St,Moonachie,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,69665,New Lease,7.5,,,,Net,,0.0,0.0,,False,B,,,,,,,Forsgate Industrial Partners,,,,,,"Column Spacing: 50'w x 50'd, Parking: Free Surface Spaces; Loading Docks: 16EXT (building total); Drive-Ins: 6; Land Area: 7.80 Acres",,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00057,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-57,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-57,2010 - Q3,2010-07-19,2010-08-01,2017-07-31,84.0,,"MX Solar USA, LLC",2301 Cottontail Ln - Marubeni,2301 Cottontail Ln,Somerset,NJ,Northern New Jersey,Somerset,,Unmatched to 150K master building,,,138204,New Lease,4.75,,,,,,,2.17,,False,C,,,,,,,Ares Management,,,,,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)","Current Rent: $5.50 psf; Tailboards (TB): 11; Parking: 170 Free Surface Spaces; A/C, Skylights",,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00060,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-60,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-60,2010 - Q3,2010-09-01,2011-01-01,2020-12-31,120.0,,American Tire Distributors,50 Route 46 E - Totowa Commerce Center,50 Route 46 E,Totowa,NJ,Northern New Jersey,Route 46/23/3,,Unmatched to 150K master building,,,160484,New Lease,4.46,,,,,,,2.0,,False,B,,,,,,,Prologis,,,,,Financial Services and Insurance,,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00061,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-61,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-61,2010 - Q3,2010-09-01,2011-01-01,2025-12-31,180.0,,Veltek Associates Inc,1 Tabas Ln,1 Tabas Ln,Exton,,Philadelphia,Chester County,,Unmatched to 150K master building,,,150000,New Lease,3.15,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,1.0,,False,C,,,,,,,EQT Exeter,,,,,,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00062,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-62,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-62,2010 - Q4,2010-11-01,2011-03-01,2021-02-28,120.0,,Joy Systems,101 Cottontail Ln,101 Cottontail Ln,Somerset,NJ,Northern New Jersey,Somerset,,Unmatched to 150K master building,,,100000,Other,4.5,,,,,,,,,False,C,,,,,,,,,,,,Retail,,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00063,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-63,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-63,2010 - Q4,2010-11-03,2011-03-03,2021-07-02,124.0,,Auerbach & Associates,117 Seaview Dr,117 Seaview Dr,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,60457,Other,5.5,,,,,,,,,False,C,,,,,,,"Hartz Mountain Industries, Inc.",,,,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00068,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-68,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-68,2010 - Q4,2010-12-08,2011-04-08,2021-04-07,120.0,,Transervice,35 State St,35 State St,Moonachie,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,107000,Other,7.0,,,,Net,Rent Bump Percent = 3.00%/1y,,,,False,C,,,,,,,Forsgate Industrial Partners,,,,,Transportation,3% increase per year,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00069,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-69,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-69,2011 - Q1,2011-01-01,2011-05-01,2021-04-30,120.0,,"Empire Auto Parts, LLC",15 Jackson Rd,15 Jackson Rd,Wayne,NJ,Northern New Jersey,Route 46/23/3,,Unmatched to 150K master building,,,114168,Renewal,5.0,,,,,Rent Bump Percent = 2.50%/1y,,,,False,B,,,,,,,"Hartz Mountain Industries, Inc.",,,,,Retail,Renewal,Tenant pays 100% of operating and real estate taxes,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00073,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-73,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-73,2011 - Q1,2011-02-01,2011-02-01,2026-01-31,180.0,,Estée Lauder Companies,250 Rittenhouse Cir - Estee Lauder,250 Rittenhouse Cir,Bristol,,Philadelphia,Bucks County,,Unmatched to 150K master building,,,241977,New Lease,4.25,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,26.0,,False,C,,,,,,,EQT Real Estate,,,,,Retail,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00077,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-77,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-77,2011 - Q1,2011-03-15,2011-03-15,2015-03-14,48.0,,,333 Starke Rd - Manhatten Products,333 Starke Rd,Carlstadt,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,113000,New Lease,3.7,,,,Net,"Rent Schedule: 3.7/12 months, 4.0/12 months, 4.25/12 months, 4.5/12 months",9.0,,,True,B,,,,,,,H MART,,,Cushman & Wakefield,,,"Amenities Floor Drains, Property Manager on Site. Column spacing 32'w x 36'd",,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
COMP-00078,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-08-to-12-31-13-78,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13-78,2011 - Q2,2011-04-01,2011-08-01,2018-05-31,82.0,,Stryker Corporation,59 Route 17 S,59 Route 17 S,Allendale,NJ,Northern New Jersey,Bergen North,,Unmatched to 150K master building,,,60000,Other,9.35,,,,,,,12.14,,False,B,,,,,,,Faropoint,,,,,"Life Sciences (Biotech, Pharmaceuticals, Medical Devices)",,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-08 to 12-31-13.csv,False,False
