clean_comp_id,comp_id,source_system,source_file,source_record_id,transaction_quarter,execution_date,commencement_date,expiration_date,lease_term_months,lease_term_text,tenant,property_name,address,city,state,market,submarket,building_id,match_status,matched_property_name,building_size_sf,transaction_sf,transaction_type,starting_rent_psf,current_rent_psf,est_starting_rent_today_psf,net_effective_rent_psf,rent_type,rent_escalation,free_rent_months,ti_value_psf,work_type,sublease,building_class,clear_height,ground_level_doors,loading_docks,year_built,year_renovated,lot_size_acres,landlord,landlord_brokerage,landlord_brokers,tenant_brokerage,tenant_brokers,industry,comments,concessions_notes,data_quality_score,duplicate_group_size,merged_sources,dashboard_include,building_profile_enrichment
COMP-00311,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-114,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-114,2016 - Q3,2016-09-30,2017-03-01,2027-05-31,123.0,,"Water-Jel Technologies, LLC",50 Broad St,50 Broad St,Carlstadt,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,109410,Renewal,6.7,,,,NNN,Rent Bump Percent = 2.80%/1y,3.0,1.37,,False,B,,,,,,,Prologis,Jones Lang LaSalle,,Jones Lang LaSalle,,Retail,Tenant left early,,13,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00313,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-116,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-116,2016 - Q4,2016-10-01,2017-01-16,2027-01-15,120.0,,FedEx Corporation,1500 Blueball Ave,1500 Blueball Ave,Linwood,,Philadelphia,Delaware County,,Unmatched to 150K master building,,,149000,Renewal,6.37,,,,NNN,,0.0,0.0,,False,B,,,,,,,Realterm,Jones Lang LaSalle,,,,Transportation,Renewal. Class B warehouse,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00318,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-121,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-121,2016 - Q4,2016-11-01,2016-11-01,2032-01-31,183.0,,Loomis Armored US,170 W Commercial Ave,170 W Commercial Ave,Moonachie,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,60030,New Lease,7.25,,,,NNN,Rent Bump Percent = 2.50%/1y,3.0,0.0,,False,C,,,,,,,Sagard Real Estate,,,,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",All mechanicals in working order.,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00320,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-123,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-123,2016 - Q4,2016-11-01,2016-11-01,2026-10-31,120.0,,FedEx Corporation,126 N Commerce Way - FedEx ABE City Station,126 N Commerce Way,Bethlehem,PA,Pennsylvania I-81/78 Corridor,Northampton County,,Unmatched to 150K master building,,,113513,Renewal,7.85,,,,,Rent Bump Percent = 2.00%/1y,0.0,,,False,C,,,,,,,,,,Jones Lang LaSalle,,Transportation,FedEX uses facility to handle distribution of overnight packages and mail to buinesses and residences in the Lehigh Valley.,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00321,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-124,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-124,2016 - Q4,2016-11-01,2018-03-01,2028-02-29,120.0,,,110 Algonquin Pky,110 Algonquin Pky,Whippany,NJ,Northern New Jersey,Morris,,Unmatched to 150K master building,,,114265,Renewal,8.47,,,,NNN,Rent Bump Percent = 3.00%/1y,12.0,0.0,,False,B,,,,,,,Griffin Capital Corporation,"Hartz Mountain Industries, Inc.",,,,,clear height: 12 ft - 24 ft,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00322,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-125,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-125,2016 - Q4,2016-11-01,2017-03-01,2022-02-28,60.0,,Iron Mountain,1 Brick Plant Rd - SR-11 12,1 Brick Plant Rd,South River,NJ,Northern New Jersey,Exit 9,,Unmatched to 150K master building,,,118800,New Lease,6.1,,,,NNN,Rent Bump Percent = 2.50%/1y,0.0,0.5,,False,A,,,,,,,,,,,,Transportation,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00323,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-126,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-126,2016 - Q4,2016-11-01,2016-11-01,2021-10-31,60.0,,,5 Thornton Rd - Aramis Estee Lauder,5 Thornton Rd,Oakland,NJ,Northern New Jersey,Bergen North,,Unmatched to 150K master building,,,104788,Renewal,5.24,,,,Full Service,Rent Bump Dollar = 0.08/1y,0.0,,,False,B,,,,,,,Faropoint,,,,,,,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00324,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-127,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-127,2016 - Q4,2016-11-01,2017-03-01,2032-02-29,180.0,,FedEx Corporation,100 3rd Ave,100 3rd Ave,Elizabeth,NJ,Northern New Jersey,Linden/Elizabeth,,Unmatched to 150K master building,,,79914,New Lease,24.15,,,,Net,Rent Bump Percent = 3.00%/1y,,,,False,C,,,,,,,JPMorgan Chase,,,,,Transportation,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00325,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-128,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-128,2016 - Q4,2016-11-09,2017-03-09,2022-05-08,62.0,,,7165 Ambassador Dr,7165 Ambassador Dr,Allentown,PA,Pennsylvania I-81/78 Corridor,Lehigh County,,Unmatched to 150K master building,,,122400,New Lease,7.25,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,0.0,,False,B,,,,,,,Prologis,Cushman & Wakefield,,,,,15% of the building is office.,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00326,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-129,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-129,2016 - Q4,2016-11-21,2016-12-01,2022-02-28,63.0,,Snow Joe,180 Manor Rd,180 Manor Rd,East Rutherford,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,84720,New Lease,9.0,,,,NNN,Rent Bump Percent = 3.00%/1y,2.0,0.0,,False,B,,,,,,,Terreno Realty Corporation,Transwestern,,,,Retail,"24' Clear 9 Tailgates, 4 Drive-ins",,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00329,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-132,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-132,2016 - Q4,2016-12-01,2017-04-01,2022-03-31,60.0,,,1 Carol Pl,1 Carol Pl,Moonachie,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,87515,Renewal,6.08,,,,,,,,,False,B,,,,,,,,,,,,,,,9,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00330,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-133,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-133,2016 - Q4,2016-12-01,2017-01-01,2026-12-31,120.0,,Raja Foods,30 Mayfield Ave - Bldg 445,30 Mayfield Ave,Edison,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,109376,New Lease,6.45,,,,NNN,Rent Bump Percent = 2.75%/1y,1.5,,,False,B,,,,,,,Federal Business Centers Inc,Federal Business Centers Inc,,Cushman & Wakefield,,,45 Days Free Rent 9'-24' Clear 17 Tailgates,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00332,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-135,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-135,2016 - Q4,2016-12-22,2017-02-01,2022-01-31,60.0,,Toll Group,800 Federal Blvd - Carteret Crossdock,800 Federal Blvd,Carteret,NJ,Northern New Jersey,Exit 12,,Unmatched to 150K master building,,,299973,Renewal,7.5,,,,NNN,"Rent Schedule: 7.5/12 months, 7.73/12 months, 7.96/12 months, 8.19/12 months, 8.44/12 months Rent Bump Percent = 3.00%/1y",,,,False,C,,,,,,,Prologis,"CBRE, Inc.",,,,Transportation,3.0% annual Steps.,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00334,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-137,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-137,2016 - Q4,2016-12-30,2017-01-01,2026-12-31,120.0,,Lamatek Inc,1226 Forest Pky - Forest Park Bldg 3,1226 Forest Pky,West Deptford,NJ,Philadelphia,Gloucester County,,Unmatched to 150K master building,,,86024,Renewal,4.4,,,,NNN,Rent Bump Percent = 2.50%/1y,35.0,0.0,,False,B,,,,,,,EQT Real Estate,Cushman & Wakefield,,,,,"Renewal and expansion in the building. 24 months of rent abatement only on the 40,688 square feet of expansion space.","24 months of rent abatement only on the 40,688 square feet of expansion space.",12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00338,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-141,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-141,2017 - Q1,2017-01-01,2017-01-01,2019-12-31,36.0,,,715-719 E South Ave,715-719 E South Ave,Cranford,NJ,Northern New Jersey,Union Central,,Unmatched to 150K master building,,,56000,New Lease,5.25,,,,NNN,,,,,False,B,,,,,,,,,,,,,,,9,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00339,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-142,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-142,2017 - Q1,2017-01-01,2017-06-01,2024-11-30,90.0,,,6400 Bristol Pike,6400 Bristol Pike,Levittown,,Philadelphia,Bucks County,,Unmatched to 150K master building,,,152000,New Lease,3.75,,,,NNN,Rent Bump Percent = 2.00%/1y,,,,False,C,,,,,,,,,,,,,,,8,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00341,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-144,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-144,2017 - Q1,2017-01-01,2017-04-28,2020-04-27,36.0,,DHL Group,330 Manhattan Ave - Cobra Logistics,330 Manhattan Ave,Jersey City,NJ,Northern New Jersey,Hudson Waterfront,,Unmatched to 150K master building,,,58950,Renewal,6.44,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,0.0,,False,B,,,,,,,Realterm,Jones Lang LaSalle,,,,Transportation,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00342,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-145,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-145,2017 - Q1,2017-01-01,2017-01-01,2026-12-31,120.0,,,600 Delran Pky - Swedes Run Corporate Center,600 Delran Pky,Delran,NJ,Philadelphia,Burlington County,,Unmatched to 150K master building,,,57104,New Lease,4.35,,,,Net,Rent Bump Percent = 2.00%/1y,,,,False,B,,,,,,,Taurus Investment Holdings LLC,NAI Mertz,,,,,,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00343,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-146,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-146,2017 - Q1,2017-01-01,2017-05-01,2024-04-30,84.0,,Coronet LED,55 Shepherds Ln,55 Shepherds Ln,Totowa,NJ,Northern New Jersey,Route 46/23/3,,Unmatched to 150K master building,,,172600,New Lease,6.65,,,,NNN,Rent Bump Percent = 3.00%/1y,3.0,0.0,,False,B,,,,,,,Elion Partners,,,,,Retail,,,12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00345,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-148,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-148,2017 - Q1,2017-01-01,2017-02-01,2019-06-30,29.0,,Pioneer Commodities L.L.C,3 Kilmer Rd - Lightolier,3 Kilmer Rd,Edison,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,170000,New Lease,3.9,,,,NNN,Rent Bump Percent = 2.50%/1y,3.0,,,True,C,,,,,,,,Newmark,,Cushman & Wakefield,,"Business, Professional, and Consulting Services (except Financial and Legal) - Including Accounting",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00346,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-149,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-149,2017 - Q1,2017-01-02,2017-02-01,2022-02-28,61.0,,"KW International, Inc.",2 Bell Dr - Building B,2 Bell Dr,Ridgefield,NJ,Northern New Jersey,Bergen Central,,Unmatched to 150K master building,,,83000,New Lease,9.75,,,,NNN,"Rent Schedule: 9.75/12 months, 10.0/12 months, 10.3/12 months, 10.61/12 months, 10.93/12 months, 11.26/12 months, 11.6/2 months Rent Bump Percent = 2.50%/1y",3.0,4.21,,False,A,,,,,,,,Cushman & Wakefield,,Cushman & Wakefield,,,"3 Months Free Rent 36' Clear 21 Tailgates, 2 Drive-ins",$350k work letter (approx $4.21/psf),12,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00348,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-151,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-151,2017 - Q1,2017-01-02,2017-12-01,2028-02-29,123.0,,Union Beer Distributors,46 Meadowlands Pky - 46 Meadowlands Parkway,46 Meadowlands Pky,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,346000,New Lease,10.0,,,,,Rent Bump Percent = 3.00%/1y,3.0,1.5,,False,A,,,,,,,"Hartz Mountain Industries, Inc.","Hartz Mountain Industries, Inc.",,,,Retail,,,13,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00350,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-153,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-153,2017 - Q1,2017-01-04,2017-03-04,2022-04-03,61.0,,,2 Colony Rd - Port Jersey Logistics,2 Colony Rd,Jersey City,NJ,Northern New Jersey,Hudson Waterfront,,Unmatched to 150K master building,,,165000,Renewal,6.5,,,,NNN,Rent Bump Percent = 2.50%/1y,3.0,0.0,,False,C,,,,,,,RREEF Property Trust,"CBRE, Inc.",,,,,Tenant is looking to sublet 50k SF of space,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00352,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-155,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-155,2017 - Q1,2017-01-09,2017-09-01,2027-01-31,113.0,,Union Beer Distributors,46 Meadowlands Pky - 46 Meadowlands Parkway,46 Meadowlands Pky,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,302727,New Lease,10.0,,,,NNN,Rent Bump Percent = 3.00%/1y,3.0,2.0,,False,A,,,,,,,"Hartz Mountain Industries, Inc.",Cushman & Wakefield,,Cushman & Wakefield,,Retail,Build-to-Suit 36' Clear,,13,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00354,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-157,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-157,2017 - Q1,2017-01-12,2017-03-12,2022-03-11,60.0,,HDS Trading,1575 Jersey Ave,1575 Jersey Ave,North Brunswick,NJ,Northern New Jersey,Exit 9,,Unmatched to 150K master building,,,128000,New Lease,4.75,,,,NNN,,,,,False,B,,,,,,,,,,,,,,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00360,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-163,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-163,2017 - Q1,2017-03-01,2017-03-01,2020-02-29,36.0,,,131-133 Seaview Dr,131-133 Seaview Dr,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,66984,New Lease,10.0,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,1.0,,False,C,,,,,,,"Hartz Mountain Industries, Inc.",,,,,,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00361,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-164,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-164,2017 - Q1,2017-03-01,2017-03-01,2020-02-29,36.0,,Soundview Paper Company LLC,397 E 54th St,397 E 54th St,Elmwood Park,NJ,Northern New Jersey,Bergen Central,,Unmatched to 150K master building,,,123500,New Lease,5.0,,,,NNN,Rent Bump Percent = 3.00%/1y,,,,False,B,,,,,,,Sol Goldman Investments,,,,,"Manufacturing (except Pharmaceutical, Retail, and Computer Tech)",,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00362,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-165,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-165,2017 - Q1,2017-03-01,2017-07-01,2024-06-30,84.0,,National Powersport Auctions,2578 Pearl Buck Rd,2578 Pearl Buck Rd,Bristol,,Philadelphia,Bucks County,,Unmatched to 150K master building,,,112000,Expansion,4.95,,,,NNN,Rent Bump Percent = 3.00%/1y,0.0,0.0,,False,C,,,,,,,ASB Capital Management,Cushman & Wakefield,,Direct,,,"Paying base rent on 80,000 SF year 1, 95,000 SF year 2, and 112,000 SF starting year 3",,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00363,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-166,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-166,2017 - Q1,2017-03-01,2017-03-01,2022-02-28,60.0,,Ryerson Holding,20 Steel Rd S,20 Steel Rd S,Morrisville,,Philadelphia,Bucks County,,Unmatched to 150K master building,,,111257,Renewal,4.06,,,,Net,Rent Bump Percent = 4.50%/1y,,,,False,C,,,,,,,,,,,,Retail,The building is demised for two tenants and is crane served.,,9,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00364,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-167,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-167,2017 - Q1,2017-03-01,2017-09-01,2027-08-31,120.0,,,1005 Sherman Ave - Budge Bldg,1005 Sherman Ave,Pennsauken,NJ,Philadelphia,Camden County,,Unmatched to 150K master building,,,65744,New Lease,6.25,,,,Full Service,Rent Bump Percent = 3.00%/1y,,,,False,C,,,,,,,,JLL,,Flynn Company,,,,,9,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00366,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-169,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-169,2017 - Q1,2017-03-09,2017-05-09,2027-09-08,124.0,,,111 Port Jersey Blvd - Port Jersey Logistics,111 Port Jersey Blvd,Jersey City,NJ,Northern New Jersey,Hudson Waterfront,,Unmatched to 150K master building,,,91402,New Lease,6.5,,,,NNN,Rent Bump Percent = 2.50%/1y,5.0,,,False,C,,,,,,,RREEF Property Trust,,,,,,,,11,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00369,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-172,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-172,2017 - Q1,2017-03-16,2017-04-01,2022-03-31,60.0,,,1000 Armand Hammer Blvd - Tri-County Commerce Park,1000 Armand Hammer Blvd,Pottstown,,Philadelphia,Montgomery County,,Unmatched to 150K master building,,,65970,Renewal,4.5,,,,NNN,Rent Schedule:  Rent Bump Dollar = 0.10/1y Rent Bump Percent =  Rent Bump Year =,,,,False,B,,,,,,,,"CBRE, Inc.",,,,,Renewal transaction.,,8,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00372,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-175,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-175,2017 - Q1,2017-03-22,2017-04-01,2022-03-31,60.0,,,901 Hadley Rd,901 Hadley Rd,South Plainfield,NJ,Northern New Jersey,Exit 10,,Unmatched to 150K master building,,,60000,Renewal,6.25,,,,NNN,,,,,False,B,,,,,,,,,,,,,Power: 1200,,9,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
COMP-00375,SAV-Savills-Comps-Industrial-PHI-PAC-NNJ-1-1-14-to-12-31-18-178,Savills CSV,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18-178,2017 - Q1,2017-03-31,2017-10-01,2022-09-30,60.0,,ZT Group International Inc,1 Castle Rd,1 Castle Rd,Secaucus,NJ,Northern New Jersey,Meadowlands,,Unmatched to 150K master building,,,108012,Renewal,6.75,,,,Gross,Rent Bump Percent = 3.00%/1y,0.0,0.0,,False,C,,,,,,,,Jones Lang LaSalle,,,,"Technology, Advertising, Media, and Information",,,10,1,Savills CSV / Savills Comps - Industrial - PHI-PAC-NNJ - 1-1-14 to 12-31-18.csv,False,False
